P(Topic 1),P(Topic 2),P(Topic 3),P(Topic 4),P(Topic 5),P(Topic 6),P(Topic 7),P(Topic 8),P(Topic 9),P(Topic 10)
0.020085810659485136,0.020085592890600617,0.020085592887823717,0.02008559288985943,0.8192252890117948,0.020085723138751416,0.020086032098353718,0.020085841522959964,0.02008865881442233,0.020085866085948964
0.017570443386139754,0.017570443990847767,0.01757044375306449,0.14258239905485687,0.017572093532592706,0.13797093188065795,0.5964495314426196,0.017570442373119992,0.01757282746189788,0.017570443124203052
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.02701128954444164,0.02701128954606085,0.027011289545442692,0.02701128954589134,0.02701154975697337,0.7568955033160001,0.02701225858608857,0.02701128954172904,0.027012951073628787,0.027011289543743718
0.026968256360434893,0.026968111961955796,0.026968281724972922,0.026968111961598387,0.026968380797939433,0.7572848558011176,0.026969269671285958,0.026968303318862505,0.026968316444772853,0.02696811195705977
0.014418092104633528,0.014418079182927089,0.014418078939566597,0.014418079110284318,0.02618982201006328,0.014418974255315006,0.8584629179151892,0.0144182350906059,0.014419007637301414,0.014418713754113743
0.03431574832815227,0.034315748336987764,0.03431574833350282,0.0343157483360501,0.6911565181269753,0.03431615900097023,0.03431638573172405,0.03431624815815479,0.03431587991511486,0.034315815732367624
0.024688260478855126,0.024688260483315683,0.024688260481561686,0.02468826048284618,0.7778041382164752,0.024688260438519113,0.024688928385408215,0.024688260471390413,0.02468909747826329,0.02468827308336509
0.02804207480550719,0.028042074811166284,0.028042074808936043,0.028042074810567245,0.7476210117666289,0.02804207475437366,0.028042299365567132,0.028042074796073676,0.028042134625463736,0.028042105455716143
0.023062187346710488,0.023062187387045775,0.02306218737118275,0.023062187382817182,0.7924355149115659,0.023062186982005652,0.023064135024202674,0.023062409784210255,0.023064805789751855,0.02306219802050743
0.01818377777365697,0.034738802729319306,0.01818377837706442,0.01818377866416924,0.018184823627113444,0.03590849032359803,0.8020603640292256,0.01818378473570111,0.018187520783084245,0.018184878957067482
0.01711150620777515,0.01711150737696646,0.19292696592779204,0.01711150724254144,0.017116485950250025,0.0171134283861581,0.6701740907229761,0.017111504271416385,0.017111498209134907,0.017111505704989337
0.021755845878499207,0.021755848917749582,0.2469508876036882,0.02175584859967941,0.0217571182479964,0.2140986643649648,0.3866549603572596,0.021757885782105826,0.02175709569173411,0.021755844556322845
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.020284440951332774,0.020284344447504613,0.020284344311205644,0.020284348134896102,0.5625489865308292,0.02028452289976624,0.14141779341192395,0.020286478531603813,0.15403907203899178,0.02028566874194579
0.01479891149617609,0.014798895627272622,0.014799336547016644,0.014798895398298964,0.014800144487609301,0.014799534192519037,0.8668065675655464,0.014799695593322103,0.014799126604954284,0.014798892487284457
0.2527460006339806,0.017420520728406393,0.01742052049296244,0.017420520665690102,0.01742246798348514,0.017423006737622693,0.6078831125417029,0.017422086931197327,0.01742124341650733,0.017420519868444995
0.024088075722000377,0.024088077214105927,0.02408807662728758,0.024088087046284946,0.4210201519083165,0.024088062221768073,0.3862707883542909,0.024088795992674935,0.024091501370486355,0.02408838354278468
0.025777505970271692,0.025777505979933134,0.025777505976189306,0.025777505978921766,0.7679983178679713,0.025778602810018907,0.02577835577620588,0.025777505954087475,0.025779666094598728,0.025777527591801887
0.026573494029383506,0.026573494032929218,0.02657349403153032,0.02657349403255164,0.7608377036420754,0.026573493997370367,0.026573785557137408,0.026573494023475433,0.026574026051142695,0.026573520602403953
0.017455066741608436,0.017455067130786445,0.017455066977790566,0.017455067090052064,0.01746144127244322,0.017455068840726992,0.842894783315587,0.01745506609521791,0.017455064048038024,0.017458308487749312
0.036583361987760396,0.03658336201172182,0.03658336200229984,0.03658336200922079,0.17384821933306105,0.036583361770960374,0.036585228292024145,0.036583361947627194,0.5334827619926612,0.03658361865266316
0.015281586544706769,0.0152815887377342,0.015281587875241606,0.015281588508184117,0.015282728407170978,0.015282745360929285,0.8624624487246066,0.015281931918021305,0.015281819347597744,0.015281974575807183
0.032256259807261246,0.03225625988351506,0.03225625985352594,0.03225625987553454,0.7096912495287221,0.03225625911743641,0.032257768926904934,0.03225625967951284,0.03225712102055096,0.032256302307035925
0.01717796438697404,0.017177964917372623,0.01717894920046156,0.017177964861795177,0.01717898468199419,0.01717799682882272,0.8453952182250387,0.017178713114738384,0.01717827962655146,0.017177964156251183
0.015319470621778544,0.015319472059395814,0.15981705969268717,0.015319471909055268,0.01532303806070446,0.015321475620327705,0.7176205307465602,0.015319468212885462,0.015320278751567688,0.015319734325037722
0.021549783055870454,0.02154970725447425,0.021549796368989255,0.021549707253924306,0.02154999141432036,0.8060515826941047,0.021550102461989455,0.021549807690999307,0.021549814558377647,0.02154970724695022
0.02689995287335666,0.026899954070503558,0.026899953599678984,0.026899953945200634,0.02690401059547814,0.2335451622197766,0.5512393650688646,0.02691175068670717,0.02689994458788406,0.026899952352549456
0.023057737640534676,0.023057320216269293,0.02305732020625627,0.023057322617427076,0.7924705677790991,0.023057319960446406,0.02305791860929003,0.023059703735082492,0.023060582273671887,0.023064206961922882
0.02126579948519194,0.021265703880885906,0.021265703853153264,0.02126570755138352,0.6403927332620272,0.02126619575389199,0.18947985463876216,0.02126627195099239,0.021266222009399524,0.021265807614311866
0.03193228961700212,0.03193228981021419,0.03193228973343381,0.03193228978882157,0.5472462236113402,0.031932287881590034,0.19724165986952447,0.03193228929546694,0.031986034098788405,0.031932346293818074
0.021867641707781656,0.02186764202726452,0.021867641901956555,0.0218676419938337,0.021867824660463008,0.021867638817470784,0.8031738100712418,0.02186764117246292,0.021884876078733993,0.021867641568791257
0.029977704147881628,0.02997770418443553,0.029977704170055686,0.029977704180594623,0.6313008807740542,0.02997770381723987,0.12886760591562713,0.029978186849870987,0.02998705145095463,0.029977754509285637
0.02325573610026429,0.023255736143360028,0.02325573612640493,0.023255736138845233,0.7906951679056041,0.02325600385197761,0.023256198986043496,0.02325612220394548,0.02325744101425712,0.02325612152929757
0.02281276518943897,0.022812765205859575,0.02281276519939654,0.02281276520413392,0.7946799470014998,0.02281276504086183,0.02281494590000092,0.022812997863853227,0.022815507031430635,0.022812776363524672
0.01595232134728449,0.01595192642914052,0.16501801750953735,0.01595192639705982,0.015953824273327415,0.01595278953995209,0.7073596488807076,0.015951927346864243,0.015955692286842703,0.015951925989283834
0.01857682670087274,0.018576827035093446,0.01857682690364182,0.018576827000203834,0.01858127415990288,0.01857857462556548,0.8328014725943393,0.018576862147063944,0.01857768227784602,0.01857682655547048
0.02300066061181711,0.023000660629987752,0.023000660622835428,0.023000660628155548,0.7929900750930643,0.023001369655276962,0.02300388973725802,0.023000660581366638,0.02300069258093865,0.023000669859299643
0.034604625050394806,0.034604625068272145,0.034604625061242796,0.03460462506641019,0.19166862461940118,0.034604624888649516,0.03460594994570318,0.03460462502045259,0.5314928487868237,0.03460482649264989
0.02518867244129169,0.025188448070570472,0.025189202214741087,0.025188448070450183,0.02518963614150353,0.025188905992497217,0.025188595041062023,0.025188448067547716,0.7733010599815685,0.02518858397876757
0.020969386950917098,0.020968990034857107,0.020969260338831057,0.020968994395847717,0.02097722549431072,0.02097001226775863,0.020969732770094618,0.8112675274948484,0.02096932988633077,0.02096954036620378
0.021439047866480786,0.021438312093240708,0.021438312074453045,0.021438314485187945,0.7090881312672306,0.0214392189592326,0.11939423210538848,0.02143863321713932,0.021447418236931113,0.02143837969471515
0.026663805654743387,0.026663805661997997,0.026663805659136446,0.02666380566123309,0.7600249255090746,0.02666380558905199,0.026663815518684342,0.026663805642559223,0.026664597514747874,0.026663827588770974
0.027371435298153498,0.02737143539180131,0.027371435354971198,0.027371435381997978,0.7536544914953222,0.027371606760324574,0.02737214037739998,0.02737143514125331,0.027373125251654855,0.02737145954712117
0.028071301101363504,0.02807130110397305,0.028071301102945444,0.0280713011036977,0.7473528104427427,0.028071301077775612,0.02807140535785368,0.02807130109701551,0.028076656716578847,0.028071320896054016
0.0155522692255753,0.015550989545114755,0.015551133416221882,0.015550990198449823,0.7149075543852551,0.01555168615577776,0.16067952448689632,0.01555136350668394,0.015552431164346497,0.015552057915678588
0.028635923237787783,0.028635923335511213,0.028635923297063593,0.02863592332528029,0.02863611959876195,0.028640728628922193,0.7422697286332914,0.028635923073934144,0.02863788367423399,0.02863592319521319
0.2261730109557547,0.01778489825714002,0.0177848980397441,0.017784898199285325,0.017790638865757744,0.01778555720179535,0.6315390939923113,0.017785727154934552,0.017784961453480727,0.017786315879796153
0.012892988636237009,0.01289298951609884,0.012892989170077114,0.012892989424016165,0.012893921903171419,0.012901409881310026,0.8839534555586954,0.012893172340830462,0.012893095315938831,0.012892988253624773
0.0149848763904508,0.014984877093649434,0.01498487681708782,0.014984877020056027,0.014985009451145203,0.01498600129192271,0.8453881726905921,0.01498493282110659,0.03473150033948422,0.01498487608450499
0.024125648498231955,0.02412547763191962,0.024125477589531843,0.02412548090851092,0.6640658393703803,0.024125476546475826,0.02413134879301183,0.02412688478868942,0.14292279557297094,0.024125570300277524
0.020102404189380352,0.020102294622001443,0.020102294611987225,0.02010229461933747,0.020108597434579878,0.020103061325213674,0.8190615834710994,0.020102826996275025,0.020110015873384193,0.020104626856741175
0.02645775234242499,0.026457752460645443,0.026457752414145178,0.026457752448271667,0.026457938782061752,0.026458953253176414,0.7618757059286474,0.026457752144333328,0.02646088793531262,0.026457752290981178
0.020554755453853234,0.020554755636599677,0.02055475556471166,0.02055475561933667,0.8150026213193207,0.02055475380083364,0.020558969622522787,0.020554755147777503,0.020555115415914482,0.02055476241912985
0.02518867244129169,0.025188448070570472,0.025189202214741087,0.025188448070450183,0.02518963614150353,0.025188905992497217,0.025188595041062023,0.025188448067547716,0.7733010599815685,0.02518858397876757
0.017352571823656675,0.017352572755763778,0.017352572389185413,0.017352572658224204,0.01736964513227705,0.017355327263810113,0.8437971058545373,0.01735268072680174,0.017362223318312334,0.01735272807743151
0.02156455988865322,0.021564559915797175,0.021564559905122,0.021564559912981084,0.8058991711276018,0.02156456805176068,0.02157500428192578,0.02156545247459606,0.021573004564723497,0.021564559876838835
0.024208372086998553,0.024208372093214647,0.024208372090761356,0.02420837209256157,0.024209803238984796,0.024208609157327705,0.024212658033849126,0.02420837207653834,0.7821186970454884,0.02420837208427566
0.019513466028047374,0.019513466031390495,0.019513466030069565,0.0195134741540313,0.01952040675711102,0.01951373855107738,0.01951406662721248,0.01951429120128718,0.019520140564980117,0.8243634840547931
0.02082358361266775,0.020823583830982595,0.02082358374512194,0.5771192573184598,0.1984454951978376,0.020823671380475816,0.07866497250312439,0.02082413884609799,0.020827913260576668,0.020823800304655544
0.02980309428934695,0.029803094295948622,0.02980309429335239,0.029803094295318286,0.7317717398854102,0.02980309422961714,0.029803397557284325,0.029803094278502227,0.02980316589685538,0.029803130978364605
0.02216430563755058,0.02216430570205003,0.022164305676643438,0.022164305695277112,0.02216438694945023,0.022182949049175442,0.2310467672615862,0.02216430552929606,0.5916200628895841,0.022164305609386804
0.014373159333956895,0.014373159883061488,0.01437315966738027,0.014373159825524612,0.014373291034999965,0.014381480132350032,0.6572951628764764,0.014373623308585633,0.014374714122401771,0.22770908981526292
0.028476278133244142,0.02847591062117486,0.02847591059353838,0.028475910614389876,0.028476052262221874,0.028478208061448535,0.743713405911424,0.028475910431543485,0.02847650285154761,0.028475910519467056
0.023605270822762286,0.023605270830976733,0.023605270827741314,0.023605270830109985,0.7875497736595239,0.023605270748491537,0.02360718535294727,0.023605270809009753,0.023606130187240146,0.023605285931197116
0.0336820569916068,0.03368205722567162,0.033682057134203705,0.033682057201175924,0.3612414534289905,0.03368616621822236,0.10817420715474534,0.033682056602038414,0.29480500933635967,0.033682878706985615
0.02786187339751295,0.027861873429175073,0.027861873416720778,0.027861873426142315,0.027870815911641447,0.0278618731110738,0.7492320870632618,0.027861873345810965,0.02786398351482337,0.02786187338383757
0.018923030825710997,0.018923030844653983,0.01892303083720034,0.01892329782486318,0.8296899470885111,0.018923030654287805,0.018923336881379666,0.018923030793995127,0.018925228015690042,0.0189230362337078
0.021415813286707077,0.021415813345053675,0.02141581332209433,0.021415813339010697,0.4085228370624001,0.021429084963885462,0.4201250951576521,0.021418902741168044,0.021425013520689932,0.021415813261338398
0.014707715979041181,0.014707716848315221,0.014707716506464233,0.014707716757421996,0.014709754625600186,0.014708354669938164,0.8676275752951629,0.014707714522388745,0.014708019194599495,0.014707715601067886
0.017197654809475618,0.01719533134483348,0.01719609537016257,0.01719533123206643,0.017196426619974302,0.14078450479560822,0.7216467170028332,0.01719703298957748,0.017195576036850416,0.017195329798618295
0.015000476870627383,0.01500047807034862,0.015000477598492644,0.015000477944774304,0.04958078572155974,0.015001531869276134,0.8304112068278892,0.015001354168387536,0.01500217963668466,0.015001031291959687
0.029240571592285394,0.029240571596544574,0.02924057159491233,0.029240571596099097,0.02924075649186284,0.02924214357745586,0.029241760307406103,0.029240571585148607,0.7368319100678529,0.02924057159043226
0.020432877158514946,0.020432877414032123,0.020432877300523976,0.0204328773680805,0.020437827270875966,0.02043460763963554,0.8160948904752061,0.020432876766317335,0.02043328787418494,0.02043500073262841
0.03263037637232727,0.2660491247197401,0.032630376438259084,0.03263037646962353,0.4729076049832109,0.032630375389115965,0.03263039795296999,0.03263037619027808,0.032630534041068415,0.032630457443406646
0.02483943245127703,0.40364113485008263,0.02483943248678682,0.02483943250367891,0.39764011148222195,0.024839431921708857,0.02484008806179814,0.02483943235321018,0.024842037261077532,0.024839466628157867
0.02201145879884004,0.022011458850146274,0.022011458825833562,0.02201145883868713,0.02201288808083508,0.022011677511902816,0.02201457392485309,0.8018884579399684,0.022015108449499773,0.022011458779433748
0.023526428225081816,0.023526428269368245,0.023526428251917888,0.02352642826470821,0.02352681116647943,0.02352668865807401,0.7882518187225855,0.023526428150875876,0.02353611208511264,0.023526428205796413
0.029443211234697148,0.02944321128300177,0.02944321126399841,0.029443211277952606,0.029443210746750756,0.029444781175761187,0.7350044514578146,0.029443211153761556,0.02944828919258236,0.029443211213679498
0.029321025325476355,0.029321025376245473,0.029321025356234685,0.02932102537091402,0.029321024812662147,0.029321646997450393,0.7361101512415992,0.029321025241326737,0.029321024974722432,0.029321025303368678
0.025427280133829035,0.1476571959301185,0.025427280285230024,0.025427280357281454,0.025427277612856954,0.025427995289714626,0.6489238522062993,0.025427279715752225,0.02542727844364738,0.025427280025270515
0.023553980602766016,0.023553980771509005,0.023553980705171135,0.023553980753841477,0.023553978899383404,0.11160598845804777,0.6999621694995607,0.023553980319988024,0.02355397946038642,0.0235539805293459
0.023602232046519307,0.02360130726456957,0.02360130721317546,0.023601307250853625,0.023604822570056857,0.023601305952845025,0.7875705766098979,0.023604602570857825,0.023611231444056892,0.023601307077167517
0.032206755657557117,0.03220675569990958,0.14882360098888495,0.03220675569546699,0.27711676309189903,0.348577371972572,0.032224300597682415,0.032206971559673836,0.03222376048760002,0.03220696424875408
0.03002773077134483,0.03002773077693711,0.030027730774737447,0.030027730776351447,0.7297502291483803,0.030027730720750125,0.030027801405203388,0.03002773076197921,0.03002781231815264,0.03002777254616359
0.1217717913552988,0.023084913987977015,0.023084913847157364,0.023084913950506866,0.023089260643249312,0.023087036339353828,0.6935384346749068,0.02308491303058773,0.02308579977550958,0.023088022395452705
0.02836139214156913,0.028361012430665564,0.028361012410917222,0.028361012426062485,0.028361393347976837,0.02836338821614846,0.7447471399055556,0.028361012296280345,0.028361624466234865,0.028361012358589507
0.022969063197967352,0.022969063248246595,0.1071303070864729,0.022969063242982698,0.02301483812363365,0.02297241894016397,0.7090339805773288,0.022969077846255685,0.02300193107636386,0.022970256660584585
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.018358373688933897,0.018358298773870126,0.01835829862051263,0.018358298733053054,0.5302665318624167,0.01835912112128949,0.32286504298554985,0.018358446200725086,0.01835928979944435,0.018358298214205003
0.012776062332944054,0.012776063517845451,0.012776940647143152,0.012776063394411617,0.01277649537222362,0.0128211016264696,0.8849679460904571,0.012776060347974742,0.012776562129435962,0.012776704541094697
0.01749598083698894,0.017495907133168533,0.01749590702819844,0.017495907928858214,0.7724882772598953,0.017496072400859725,0.08753908207597541,0.017496828624831838,0.017500026544183773,0.0174960101670398
0.02793995337487221,0.02793995337801504,0.027939953376777835,0.02793995337768515,0.7485351092555115,0.027939953346440907,0.027940054766236833,0.027939953369629424,0.02794514312816835,0.027939972626662687
0.01659434254224348,0.01659393462940812,0.01659393453108035,0.01659393460319742,0.016594827324975237,0.0165949850932941,0.8506517646893786,0.016593933959910864,0.01659440835620532,0.01659393427030628
0.01749598083698894,0.017495907133168533,0.01749590702819844,0.017495907928858214,0.7724882772598953,0.017496072400859725,0.08753908207597541,0.017496828624831838,0.017500026544183773,0.0174960101670398
0.020018393989304117,0.020018394362687236,0.020018394215840236,0.020018394323604426,0.020018954482091327,0.3544172739774511,0.21907473908147693,0.020020517811945318,0.28637654392871437,0.020018393826885028
0.03388134894887262,0.033881348954778324,0.03388134895245153,0.033881348954154296,0.03388157858828687,0.6950655942048657,0.03388338460326378,0.03388134893898606,0.033881348908036,0.03388134894630493
0.02930006654154569,0.029300066563355813,0.029300066554773675,0.029300554301299492,0.029308064864629314,0.029302373034983353,0.7362854450580586,0.02930006650531264,0.029303230044001448,0.029300066532040057
0.018602077026618397,0.018596066809610776,0.01859606677662012,0.018596069333664204,0.7030884157348116,0.018597036241795317,0.148134610011624,0.018596281484784337,0.018596366395776213,0.01859701018469493
0.021205008440165735,0.021205008518801777,0.021205008487900454,0.021205008510552157,0.8091226045699498,0.021205070485679028,0.021235907109152432,0.021205046021179067,0.021206329450712127,0.02120500840590754
0.022014398034812803,0.02201417655063437,0.022014176377890833,0.02202140912064645,0.4091715853901897,0.022015564467409047,0.414677209118857,0.02204076994461768,0.02201653507463972,0.022014175920302467
0.020987816467185942,0.02098781685410257,0.020987816701885455,0.020987819082253095,0.5488383509436182,0.02099327221871395,0.283249058857927,0.020987979933671488,0.020987813789718365,0.02099225515092382
0.023562636959719534,0.02356263697560539,0.023562636969273985,0.02356263697385457,0.7879333086830994,0.02356263681718414,0.023564950600347957,0.023562636933318504,0.023563270982317613,0.023562648105278992
0.022119867393029922,0.02211597001054048,0.022115969974944655,0.022115970001006936,0.022126195067012584,0.022117218521013154,0.8009384146825158,0.02211599822958026,0.02211842623989767,0.022115969880458473
0.029106525557049734,0.02910652558398668,0.029106525573363514,0.02910652558115962,0.029110321395714227,0.029106698699826527,0.16419917857790664,0.029106525511703805,0.6029446479740538,0.029106525545235507
0.03192439630075747,0.03192439641423006,0.03192439636958509,0.03192439640232089,0.031925819700061024,0.03192662647122675,0.5861791319029467,0.03192452806707167,0.1584219121203919,0.03192439625140836
0.024798523070247807,0.02479830117205304,0.024798301127718303,0.024798301160255606,0.024835072164592627,0.0247990857880067,0.22963501558169117,0.024798300871339583,0.5719407268954724,0.024798372168622837
0.025185166205569372,0.025185166233129806,0.025185166222267658,0.02518516623020841,0.025187694212287507,0.02518595114895758,0.5856006782972741,0.02518516615946213,0.21291467909724113,0.025185166193602265
0.019246808599600342,0.01924680877030356,0.019246808703108617,0.019246809961337586,0.7818542920728062,0.019246857571750976,0.06417056406504874,0.019246984799591683,0.019247222801972736,0.019246842654479533
0.022824225766575904,0.022824225893032322,0.022824225843298254,0.02282422838105753,0.7135356418030959,0.02282789278447582,0.022830453372235965,0.0228257976188177,0.022832440242060645,0.10385086829534985
0.019403668326456274,0.019403668681798304,0.019404647391874492,0.019403668644613112,0.019403917116692128,0.019406517769845064,0.825362560052063,0.019403674797932247,0.019404009046866875,0.019403668171858453
0.02213776551759856,0.022137555514909785,0.022137555499312265,0.022137555510730194,0.45365934143712217,0.02213755511752002,0.36923758096887777,0.02213997977364034,0.02213755520219069,0.02213755545809822
